molecule_id,phase,solvent,file,checkpoint,old_checkpoint,route,model_chemistry,n_atoms,charge,multiplicity,nproc_shared,gaussian_mem,ended_normally,normal_termination_count,error_termination_count,optimization_completed,stationary_point_found,scf_energy_hartree,gibbs_free_energy_hartree,thermal_gibbs_correction_hartree,frequency_count,imaginary_frequency_count,minimum_frequency_cm1,temperature_k,pressure_atm,thermochemistry_warning,large_mo_coefficient_warning,polarization_charge_error,relaxed_pass,failure_reasons
dihydroanthracene,solution,Water,dihydroanthracene/dihydroanthracene_water_optfreq_SMD_M052X_631pGdp.log,dihydroanthracene_water_smd_M052X_631pGdp.chk,dihydroanthracene_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",26,0,1,16,20GB,True,2,0,True,True,-540.723369395,-540.538535,0.184834,72,0,57.0019,298.150,1.00000,True,True,0.05992,True,
dimethyl_naphthalene_1,gas,,dimethyl_naphthalene_1/dimethyl_naphthalene_1_gas_optfreq_M052X_631pGdp.log,dimethyl_naphthalene_1_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",24,0,1,8,12GB,True,2,0,True,True,-464.500480142,-464.328962,0.171518,66,1,-103.4860,298.150,1.00000,True,True,,False,1 imaginary frequency/frequencies
dimethyl_naphthalene_1,gas,,dimethyl_naphthalene_1/dimethyl_naphthalene_1_gas_retry_from_water.log,dimethyl_naphthalene_1_gas_retry_M052X_631pGdp.chk,dimethyl_naphthalene_1_water_smd_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm Geom=Checkpoint Guess=Read","M052X/6-31+G(d,p)",24,0,1,8,12GB,True,2,0,True,True,-464.501596224,-464.330652,0.170944,66,0,102.1254,298.150,1.00000,True,True,,True,
dimethyl_naphthalene_1,solution,Water,dimethyl_naphthalene_1/dimethyl_naphthalene_1_water_optfreq_SMD_M052X_631pGdp.log,dimethyl_naphthalene_1_water_smd_M052X_631pGdp.chk,dimethyl_naphthalene_1_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",24,0,1,16,20GB,True,2,0,True,True,-464.506080734,-464.335430,0.170651,66,0,107.8609,298.150,1.00000,True,True,0.05782,True,
dimethyl_naphthalene_2,gas,,dimethyl_naphthalene_2/dimethyl_naphthalene_2_gas_optfreq_M052X_631pGdp.log,dimethyl_naphthalene_2_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",24,0,1,8,12GB,True,2,0,True,True,-464.501495959,-464.330573,0.170923,66,0,100.4198,298.150,1.00000,True,True,,True,
dimethyl_naphthalene_2,solution,Water,dimethyl_naphthalene_2/dimethyl_naphthalene_2_water_optfreq_SMD_M052X_631pGdp.log,dimethyl_naphthalene_2_water_smd_M052X_631pGdp.chk,dimethyl_naphthalene_2_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",24,0,1,16,20GB,True,2,0,True,True,-464.506015116,-464.335333,0.170682,66,0,103.0009,298.150,1.00000,True,True,0.05796,True,
dimethyl_naphthalene_3,gas,,dimethyl_naphthalene_3/dimethyl_naphthalene_3_gas_optfreq_M052X_631pGdp.log,dimethyl_naphthalene_3_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",24,0,1,8,12GB,True,2,0,True,True,-464.490678617,-464.319443,0.171235,66,0,30.2678,298.150,1.00000,True,True,,True,
dimethyl_naphthalene_3,solution,Water,dimethyl_naphthalene_3/dimethyl_naphthalene_3_water_optfreq_SMD_M052X_631pGdp.log,dimethyl_naphthalene_3_water_smd_M052X_631pGdp.chk,dimethyl_naphthalene_3_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",24,0,1,16,20GB,True,2,0,True,True,-464.495848929,-464.323685,0.172164,66,0,65.4215,298.150,1.00000,True,True,0.05653,True,
dimethyl_naphthalene_4,gas,,dimethyl_naphthalene_4/dimethyl_naphthalene_4_gas_optfreq_M052X_631pGdp.log,dimethyl_naphthalene_4_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",24,0,1,8,12GB,True,2,0,True,True,-464.500744294,-464.330103,0.170641,66,1,-104.1320,298.150,1.00000,True,True,,False,1 imaginary frequency/frequencies
dimethyl_naphthalene_4,gas,,dimethyl_naphthalene_4/dimethyl_naphthalene_4_gas_retry_from_water.log,dimethyl_naphthalene_4_gas_retry_M052X_631pGdp.chk,dimethyl_naphthalene_4_water_smd_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm Geom=Checkpoint Guess=Read","M052X/6-31+G(d,p)",24,0,1,8,12GB,True,2,0,True,True,-464.501776212,-464.332125,0.169651,66,0,80.7866,298.150,1.00000,True,True,,True,
dimethyl_naphthalene_4,solution,Water,dimethyl_naphthalene_4/dimethyl_naphthalene_4_water_optfreq_SMD_M052X_631pGdp.log,dimethyl_naphthalene_4_water_smd_M052X_631pGdp.chk,dimethyl_naphthalene_4_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",24,0,1,16,20GB,True,2,0,True,True,-464.506146870,-464.336970,0.169177,66,0,79.7714,298.150,1.00000,True,True,0.05870,True,
diphenyl_ether,gas,,diphenyl_ether/diphenyl_ether_gas_optfreq_M052X_631pGdp.log,diphenyl_ether_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",23,0,1,4,8GB,True,2,0,True,True,-538.486529046,-538.335500,0.151029,63,0,19.7019,298.150,1.00000,True,True,,True,
diphenyl_ether,solution,Water,diphenyl_ether/diphenyl_ether_water_optfreq_SMD_M052X_631pGdp.log,diphenyl_ether_water_smd_M052X_631pGdp.chk,diphenyl_ether_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",23,0,1,16,16GB,True,2,0,True,True,-538.492873475,-538.342382,0.150491,63,0,18.3407,298.150,1.00000,True,True,0.05661,True,
ethanol,gas,,ethanol/ethanol_gas_optfreq_M052X_631pGdp.log,ethanol_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",9,0,1,4,8GB,True,2,0,True,True,-155.021705354,-154.965768,0.055937,21,0,243.9426,298.150,1.00000,True,True,,True,
ethanol,solution,Water,ethanol/ethanol_water_optfreq_SMD_M052X_631pGdp.log,ethanol_water_smd_M052X_631pGdp.chk,ethanol_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",9,0,1,16,16GB,True,2,0,True,True,-155.030732453,-154.975175,0.055557,21,0,236.7337,298.150,1.00000,True,True,0.03918,True,
ethyl_naphthalene,gas,,ethyl_naphthalene/ethyl_naphthalene_gas_optfreq_M052X_631pGdp.log,ethyl_naphthalene_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",24,0,1,4,8GB,True,2,0,True,True,-464.496559776,-464.324013,0.172547,66,0,92.2225,298.150,1.00000,True,True,,True,
ethyl_naphthalene,solution,Water,ethyl_naphthalene/ethyl_naphthalene_water_optfreq_SMD_M052X_631pGdp.log,ethyl_naphthalene_water_smd_M052X_631pGdp.chk,ethyl_naphthalene_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",24,0,1,16,16GB,True,2,0,True,True,-464.501142701,-464.328888,0.172255,66,0,91.6907,298.150,1.00000,True,True,0.05754,True,
ethylbenzene,gas,,ethylbenzene/ethylbenzene_gas_optfreq_M052X_631pGdp.log,ethylbenzene_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",18,0,1,4,8GB,True,2,0,True,True,-310.857436623,-310.730501,0.126936,48,0,31.8029,298.150,1.00000,True,True,,True,
ethylbenzene,solution,Water,ethylbenzene/ethylbenzene_water_optfreq_SMD_M052X_631pGdp.log,ethylbenzene_water_smd_M052X_631pGdp.chk,ethylbenzene_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",18,0,1,16,16GB,True,2,0,True,True,-310.859583705,-310.733122,0.126462,48,0,27.2651,298.150,1.00000,True,True,0.05179,True,
fluorene,gas,,fluorene/fluorene_gas_optfreq_M052X_631pGdp.log,fluorene_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",22,0,1,8,12GB,True,2,0,True,True,-463.295238371,-463.143066,0.152173,60,0,74.8599,298.150,1.00000,True,True,,True,
fluorene,solution,Water,fluorene/fluorene_water_optfreq_SMD_M052X_631pGdp.log,fluorene_water_smd_M052X_631pGdp.chk,fluorene_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",22,0,1,16,20GB,True,2,0,True,True,-463.300699319,-463.148790,0.151909,60,0,80.4735,298.150,1.00000,True,True,0.05476,True,
fluorobenzene,gas,,fluorobenzene/.ipynb_checkpoints/fluorobenzene_gas_optfreq_M052X_631pGdp-checkpoint.log,fluorobenzene_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",12,0,1,4,8GB,True,2,0,True,True,-331.468929250,-331.403146,0.065783,30,0,241.4528,298.150,1.00000,True,True,,True,
fluorobenzene,solution,Water,fluorobenzene/.ipynb_checkpoints/fluorobenzene_water_optfreq_SMD_M052X_631pGdp-checkpoint.log,fluorobenzene_water_smd_M052X_631pGdp.chk,fluorobenzene_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",12,0,1,16,16GB,True,2,0,True,True,-331.471813208,-331.406246,0.065567,30,0,240.5667,298.150,1.00000,True,True,0.03539,True,
fluorobenzene,gas,,fluorobenzene/fluorobenzene_gas_optfreq_M052X_631pGdp.log,fluorobenzene_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",12,0,1,4,8GB,True,2,0,True,True,-331.468929250,-331.403146,0.065783,30,0,241.4528,298.150,1.00000,True,True,,True,
fluorobenzene,solution,Water,fluorobenzene/fluorobenzene_water_optfreq_SMD_M052X_631pGdp.log,fluorobenzene_water_smd_M052X_631pGdp.chk,fluorobenzene_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",12,0,1,16,16GB,True,2,0,True,True,-331.471813208,-331.406246,0.065567,30,0,240.5667,298.150,1.00000,True,True,0.03539,True,
formaldehyde,gas,,formaldehyde/formaldehyde_gas_optfreq_M052X_631pGdp.log,formaldehyde_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",4,0,1,4,8GB,True,2,0,True,True,-114.485283992,-114.478817,0.006467,6,0,1231.9528,298.150,1.00000,False,False,,True,
formaldehyde,solution,Water,formaldehyde/formaldehyde_water_optfreq_SMD_M052X_631pGdp.log,formaldehyde_water_smd_M052X_631pGdp.chk,formaldehyde_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",4,0,1,16,16GB,True,2,0,True,True,-114.490543202,-114.483899,0.006645,6,0,1258.5398,298.150,1.00000,False,False,0.02735,True,
h2o,gas,,h2o/.ipynb_checkpoints/h2o_gas_optfreq_SMD_protocol_M052X_631pGdp-checkpoint.log,caffeine_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt Freq Int=UltraFine SCF=(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",3,0,1,4,8GB,True,2,0,True,True,-76.4163531303,-76.412343,0.004010,3,0,1593.5506,298.150,1.00000,False,False,,True,
h2o,solution,Water,h2o/.ipynb_checkpoints/h2o_water_optfreq_SMD_M052X_631pGdp-checkpoint.log,caffeine_water_smd_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt Freq SCRF=(SMD,Solvent=Water) Int=UltraFine S CF=(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",3,0,1,16,16GB,True,2,0,True,True,-76.4310824318,-76.427411,0.003672,3,0,1571.6328,298.150,1.00000,False,False,0.02811,True,
h2o,gas,,h2o/h2o_gas_optfreq_SMD_protocol_M052X_631pGdp.log,caffeine_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt Freq Int=UltraFine SCF=(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",3,0,1,4,8GB,True,2,0,True,True,-76.4163531303,-76.412343,0.004010,3,0,1593.5506,298.150,1.00000,False,False,,True,
h2o,solution,Water,h2o/h2o_water_optfreq_SMD_M052X_631pGdp.log,caffeine_water_smd_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt Freq SCRF=(SMD,Solvent=Water) Int=UltraFine S CF=(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",3,0,1,16,16GB,True,2,0,True,True,-76.4310824318,-76.427411,0.003672,3,0,1571.6328,298.150,1.00000,False,False,0.02811,True,
iodobenzene,gas,,iodobenzene/iodobenzene_gas_optfreq_M052X_631pGdp.log,iodobenzene_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",12,0,1,4,8GB,False,0,1,False,False,,,,0,0,,,,False,False,,False,no final normal termination; Gaussian error termination; optimization incomplete; stationary point not confirmed; missing thermal Gibbs free energy; missing frequencies
iodobenzene,gas,,iodobenzene/iodobenzene_gas_optfreq_M052X_def2SVP.log,iodobenzene_gas_M052X_def2SVP.chk,,"#p M052X/def2SVP Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF=(XQ C,Tight) NoSymm",M052X/def2SVP,12,0,1,4,8GB,True,2,0,True,True,-529.096164922,-529.035441,0.060724,30,0,155.4483,298.150,1.00000,True,True,,True,
iodobenzene,solution,Water,iodobenzene/iodobenzene_water_optfreq_SMD_M052X_def2SVP.log,iodobenzene_water_smd_M052X_def2SVP.chk,iodobenzene_gas_M052X_def2SVP.chk,"#p M052X/def2SVP Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent=Wat er) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Read",M052X/def2SVP,12,0,1,16,16GB,True,2,0,True,True,-529.100235034,-529.039580,0.060655,30,0,156.5617,298.150,1.00000,True,True,0.06256,True,
m_cresol,gas,,m_cresol/m_cresol_gas_optfreq_M052X_631pGdp.log,m_cresol_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",16,0,1,4,8GB,True,2,0,False,True,-346.766147354,-346.663788,0.102359,42,0,59.6322,298.150,1.00000,True,True,,False,optimization incomplete
m_cresol,solution,Water,m_cresol/m_cresol_water_optfreq_SMD_M052X_631pGdp.log,m_cresol_water_smd_M052X_631pGdp.chk,m_cresol_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",16,0,1,16,16GB,True,2,0,False,True,-346.777014683,-346.675154,0.101861,42,0,48.9826,298.150,1.00000,True,True,0.04936,False,optimization incomplete
methanol,gas,,methanol/methanol_gas_optfreq_SMD_protocol_M052X_631pGdp.log,methanol_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt Freq Int=UltraFine SCF=(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",6,0,1,4,8GB,True,2,0,True,True,-115.704711175,-115.675569,0.029143,12,1,-314.2455,298.150,1.00000,False,False,,False,1 imaginary frequency/frequencies
methanol,gas,,methanol/methanol_gas_retry_from_water.log,methanol_gas_retry_M052X_631pGdp.chk,methanol_water_smd_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm Geom=Checkpoint","M052X/6-31+G(d,p)",6,0,1,4,8GB,True,2,0,True,True,-115.706503235,-115.677003,0.029500,12,0,300.8853,298.150,1.00000,True,False,,True,
methanol,solution,Water,methanol/methanol_water_optfreq_SMD_M052X_631pGdp.log,methanol_water_smd_M052X_631pGdp.chk,methanol_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",6,0,1,16,16GB,True,2,0,True,True,-115.715468002,-115.686222,0.029246,12,0,281.1758,298.150,1.00000,True,False,0.03264,True,
methyl_indole,gas,,methyl_indole/methyl_indole_gas_optfreq_M052X_631pGdp.bad.log,methyl_indole_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",21,0,1,8,12GB,False,0,1,False,False,,,,0,0,,,,False,False,,False,no final normal termination; Gaussian error termination; optimization incomplete; stationary point not confirmed; missing thermal Gibbs free energy; missing frequencies
methyl_indole,gas,,methyl_indole/methyl_indole_gas_optfreq_M052X_631pGdp.log,methyl_indole_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",19,0,1,8,12GB,True,2,0,True,True,-403.118430689,-402.990675,0.127755,51,0,135.4482,298.150,1.00000,True,True,,True,
methyl_indole,solution,Water,methyl_indole/methyl_indole_water_optfreq_SMD_M052X_631pGdp.log,methyl_indole_water_smd_M052X_631pGdp.chk,methyl_indole_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",19,0,1,16,20GB,True,2,0,True,True,-403.127942743,-403.000448,0.127494,51,0,140.0302,298.150,1.00000,True,True,0.05021,True,
methyl_naphthalene,gas,,methyl_naphthalene/methyl_naphthalene_gas_optfreq_M052X_631pGdp.log,methyl_naphthalene_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",21,0,1,4,8GB,True,2,0,True,True,-425.187636418,-425.042321,0.145315,57,0,135.0676,298.150,1.00000,True,True,,True,
methyl_naphthalene,solution,Water,methyl_naphthalene/methyl_naphthalene_water_optfreq_SMD_M052X_631pGdp.log,methyl_naphthalene_water_smd_M052X_631pGdp.chk,methyl_naphthalene_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",21,0,1,16,16GB,True,2,0,True,True,-425.192608251,-425.047641,0.144968,57,0,134.1825,298.150,1.00000,True,True,0.05421,True,
methylamine,gas,,methylamine/.ipynb_checkpoints/methylamine_gas_optfreq_M052X_631pGdp-checkpoint.log,methylamine_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",7,0,1,4,8GB,True,2,0,True,True,-95.8431397917,-95.800734,0.042406,15,0,315.4214,298.150,1.00000,True,False,,True,
methylamine,solution,Water,methylamine/.ipynb_checkpoints/methylamine_water_optfreq_SMD_M052X_631pGdp-checkpoint.log,methylamine_water_smd_M052X_631pGdp.chk,methylamine_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",7,0,1,16,16GB,True,2,0,True,True,-95.8505620190,-95.808304,0.042258,15,0,300.1527,298.150,1.00000,True,False,0.02937,True,
methylamine,gas,,methylamine/methylamine_gas_optfreq_M052X_631pGdp.log,methylamine_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",7,0,1,4,8GB,True,2,0,True,True,-95.8431397917,-95.800734,0.042406,15,0,315.4214,298.150,1.00000,True,False,,True,
methylamine,solution,Water,methylamine/methylamine_water_optfreq_SMD_M052X_631pGdp.log,methylamine_water_smd_M052X_631pGdp.chk,methylamine_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",7,0,1,16,16GB,True,2,0,True,True,-95.8505620190,-95.808304,0.042258,15,0,300.1527,298.150,1.00000,True,False,0.02937,True,
n_methylaniline,gas,,n_methylaniline/n_methylaniline_gas_optfreq_M052X_631pGdp.log,n_methylaniline_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",17,0,1,4,8GB,True,2,0,True,True,-326.889791821,-326.773116,0.116676,45,0,102.4287,298.150,1.00000,True,True,,True,
n_methylaniline,solution,Water,n_methylaniline/n_methylaniline_water_optfreq_SMD_M052X_631pGdp.log,n_methylaniline_water_smd_M052X_631pGdp.chk,n_methylaniline_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",17,0,1,16,16GB,True,2,0,True,True,-326.898960857,-326.782055,0.116906,45,0,108.8999,298.150,1.00000,True,True,0.04843,True,
n_n_dimethylaniline,gas,,n_n_dimethylaniline/n_n_dimethylaniline_gas_optfreq_M052X_631pGdp.log,n_n_dimethylaniline_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",20,0,1,4,8GB,True,2,0,True,True,-366.188937658,-366.045421,0.143517,54,0,69.0374,298.150,1.00000,True,True,,True,
n_n_dimethylaniline,solution,Water,n_n_dimethylaniline/n_n_dimethylaniline_water_optfreq_SMD_M052X_631pGdp.log,n_n_dimethylaniline_water_smd_M052X_631pGdp.chk,n_n_dimethylaniline_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",20,0,1,16,16GB,True,2,0,True,True,-366.196259488,-366.053306,0.142953,54,0,22.0685,298.150,1.00000,True,True,0.05290,True,
naphthalene,gas,,naphthalene/naphthalene_gas_optfreq_M052X_631pGdp.log,naphthalene_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",18,0,1,4,8GB,True,2,0,True,True,-385.874146865,-385.755446,0.118701,48,0,175.0801,298.150,1.00000,True,True,,True,
